Field of Study,Field of Study 2,Correlation,fos_code,fos2_code,same_broad
61.19 Pediatrics residency/fellowship programs,61.13 Obstetrics and gynecology residency/fellowship programs,0.5815930015729582,61,61,same
61.19 Pediatrics residency/fellowship programs,61.08 Internal medicine residency/fellowship programs,0.5725875843119974,61,61,same
61.19 Pediatrics residency/fellowship programs,61.27 Surgery residency/fellowship programs,0.5107660830966932,61,61,same
61.19 Pediatrics residency/fellowship programs,51.17 Optometry (OD),0.4925439242099652,61,51,different
61.19 Pediatrics residency/fellowship programs,61.26 Radiology residency/fellowship programs,0.49147256760575014,61,61,same
61.19 Pediatrics residency/fellowship programs,"51.05 Advanced/graduate dentistry and oral sciences (Cert., MS, MSc, PhD)",0.45316272028076166,61,51,different
61.19 Pediatrics residency/fellowship programs,51.27 Medical illustration and informatics,0.45215973473841453,61,51,different
61.19 Pediatrics residency/fellowship programs,61.07 Family medicine residency/fellowship programs,0.442584300756931,61,61,same
61.19 Pediatrics residency/fellowship programs,51.14 Medical clinical sciences/graduate medical studies,0.441018982593324,61,51,different
61.19 Pediatrics residency/fellowship programs,30.19 Nutrition sciences,0.43181944498713776,61,30,different
61.20 Physical medicine and rehabilitation residency/fellowship programs,61.06 Emergency medicine residency/fellowship programs,0.46578759633626327,61,61,same
61.20 Physical medicine and rehabilitation residency/fellowship programs,51.17 Optometry (OD),0.4144844953867199,61,51,different
61.20 Physical medicine and rehabilitation residency/fellowship programs,61.03 Allergy and immunology residency/fellowship programs,0.41146735919242067,61,61,same
61.20 Physical medicine and rehabilitation residency/fellowship programs,61.02 Multiple-pathway medical fellowship programs,0.40174880207319036,61,61,same
61.20 Physical medicine and rehabilitation residency/fellowship programs,30.36 Cultural studies and comparative literature,0.4001538229980313,61,30,different
61.20 Physical medicine and rehabilitation residency/fellowship programs,61.28 Urology residency/fellowship programs,0.34791195836915806,61,61,same
61.20 Physical medicine and rehabilitation residency/fellowship programs,61.14 Ophthalmology residency/fellowship programs,0.3468043364745712,61,61,same
61.20 Physical medicine and rehabilitation residency/fellowship programs,61.27 Surgery residency/fellowship programs,0.342976167388123,61,61,same
61.20 Physical medicine and rehabilitation residency/fellowship programs,61.12 Nuclear medicine residency/fellowship programs,0.33300378201458913,61,61,same
61.20 Physical medicine and rehabilitation residency/fellowship programs,61.25 Radiation oncology residency/fellowship programs,0.3329986203456372,61,61,same
61.20 Physical medicine and rehabilitation residency/fellowship programs,"61.99 Medical residency/fellowship programs, other",0.3329986203456372,61,61,same
61.21 Plastic surgery residency/fellowship programs,"61.99 Medical residency/fellowship programs, other",0.8140843018699522,61,61,same
61.21 Plastic surgery residency/fellowship programs,61.05 Dermatology residency/fellowship programs,0.6299542377872139,61,61,same
61.21 Plastic surgery residency/fellowship programs,61.28 Urology residency/fellowship programs,0.5784819476721523,61,61,same
61.21 Plastic surgery residency/fellowship programs,61.15 Orthopedic surgery residency/fellowship programs,0.5029503197409283,61,61,same
61.21 Plastic surgery residency/fellowship programs,61.10 Neurological surgery residency/fellowship programs,0.5,61,61,same
61.21 Plastic surgery residency/fellowship programs,61.02 Multiple-pathway medical fellowship programs,0.4985099088918311,61,61,same
61.21 Plastic surgery residency/fellowship programs,61.03 Allergy and immunology residency/fellowship programs,0.4960784463907537,61,61,same
61.21 Plastic surgery residency/fellowship programs,61.17 Otolaryngology residency/fellowship programs,0.45073857622948477,61,61,same
61.21 Plastic surgery residency/fellowship programs,61.12 Nuclear medicine residency/fellowship programs,0.40623931880275654,61,61,same
61.21 Plastic surgery residency/fellowship programs,61.25 Radiation oncology residency/fellowship programs,0.4046399144379839,61,61,same
61.23 Preventive medicine residency/fellowship programs,61.25 Radiation oncology residency/fellowship programs,0.480063428143699,61,61,same
61.23 Preventive medicine residency/fellowship programs,61.13 Obstetrics and gynecology residency/fellowship programs,0.4155420627177167,61,61,same
61.23 Preventive medicine residency/fellowship programs,61.19 Pediatrics residency/fellowship programs,0.4150902748825423,61,61,same
61.23 Preventive medicine residency/fellowship programs,61.11 Neurology residency/fellowship programs,0.41450361828869803,61,61,same
61.23 Preventive medicine residency/fellowship programs,61.03 Allergy and immunology residency/fellowship programs,0.39649095141611573,61,61,same
61.23 Preventive medicine residency/fellowship programs,61.18 Pathology residency/fellowship programs,0.39304193085944505,61,61,same
61.23 Preventive medicine residency/fellowship programs,61.02 Multiple-pathway medical fellowship programs,0.38481448661005596,61,61,same
61.23 Preventive medicine residency/fellowship programs,61.05 Dermatology residency/fellowship programs,0.36938988948659296,61,61,same
61.23 Preventive medicine residency/fellowship programs,26.14 Molecular medicine,0.35725320440088654,61,26,different
61.23 Preventive medicine residency/fellowship programs,61.26 Radiology residency/fellowship programs,0.35540550963463863,61,61,same
61.24 Psychiatry residency/fellowship programs,61.02 Multiple-pathway medical fellowship programs,0.6105293706765328,61,61,same
61.24 Psychiatry residency/fellowship programs,60.07 Nurse practitioner residency/fellowship programs,0.6026631352570072,61,60,different
61.24 Psychiatry residency/fellowship programs,61.25 Radiation oncology residency/fellowship programs,0.5027961901098572,61,61,same
61.24 Psychiatry residency/fellowship programs,61.06 Emergency medicine residency/fellowship programs,0.4702266913719388,61,61,same
61.24 Psychiatry residency/fellowship programs,61.28 Urology residency/fellowship programs,0.4657681404781199,61,61,same
61.24 Psychiatry residency/fellowship programs,61.11 Neurology residency/fellowship programs,0.4327548252930639,61,61,same
61.24 Psychiatry residency/fellowship programs,61.01 Combined medical residency/fellowship programs,0.43188171805783077,61,61,same
61.24 Psychiatry residency/fellowship programs,61.03 Allergy and immunology residency/fellowship programs,0.41227780217665844,61,61,same
61.24 Psychiatry residency/fellowship programs,61.08 Internal medicine residency/fellowship programs,0.4109449718261252,61,61,same
61.24 Psychiatry residency/fellowship programs,61.05 Dermatology residency/fellowship programs,0.38282381940954974,61,61,same
61.25 Radiation oncology residency/fellowship programs,61.03 Allergy and immunology residency/fellowship programs,0.8172956303988304,61,61,same
61.25 Radiation oncology residency/fellowship programs,61.06 Emergency medicine residency/fellowship programs,0.7078042244328352,61,61,same
61.25 Radiation oncology residency/fellowship programs,"61.99 Medical residency/fellowship programs, other",0.6673198334168977,61,61,same
61.25 Radiation oncology residency/fellowship programs,61.12 Nuclear medicine residency/fellowship programs,0.6673147172282536,61,61,same
61.25 Radiation oncology residency/fellowship programs,61.02 Multiple-pathway medical fellowship programs,0.6133839016173019,61,61,same
61.25 Radiation oncology residency/fellowship programs,61.09 Medical genetics and genomics residency/fellowship programs,0.5784804809445133,61,61,same
61.25 Radiation oncology residency/fellowship programs,61.17 Otolaryngology residency/fellowship programs,0.5464522406141827,61,61,same
61.25 Radiation oncology residency/fellowship programs,61.05 Dermatology residency/fellowship programs,0.5169047767449194,61,61,same
61.25 Radiation oncology residency/fellowship programs,61.24 Psychiatry residency/fellowship programs,0.5027961901098572,61,61,same
61.25 Radiation oncology residency/fellowship programs,61.23 Preventive medicine residency/fellowship programs,0.480063428143699,61,61,same
61.26 Radiology residency/fellowship programs,61.06 Emergency medicine residency/fellowship programs,0.5437954509477375,61,61,same
61.26 Radiology residency/fellowship programs,61.19 Pediatrics residency/fellowship programs,0.49147256760575014,61,61,same
61.26 Radiology residency/fellowship programs,61.12 Nuclear medicine residency/fellowship programs,0.4667203000119149,61,61,same
61.26 Radiology residency/fellowship programs,61.25 Radiation oncology residency/fellowship programs,0.4627568464395241,61,61,same
61.26 Radiology residency/fellowship programs,61.03 Allergy and immunology residency/fellowship programs,0.3817038089726488,61,61,same
61.26 Radiology residency/fellowship programs,61.02 Multiple-pathway medical fellowship programs,0.37043129872729447,61,61,same
61.26 Radiology residency/fellowship programs,61.23 Preventive medicine residency/fellowship programs,0.35540550963463863,61,61,same
61.26 Radiology residency/fellowship programs,51.27 Medical illustration and informatics,0.3553029878925157,61,51,different
61.26 Radiology residency/fellowship programs,61.13 Obstetrics and gynecology residency/fellowship programs,0.3466844490234232,61,61,same
61.26 Radiology residency/fellowship programs,61.08 Internal medicine residency/fellowship programs,0.331036593136358,61,61,same
61.27 Surgery residency/fellowship programs,61.08 Internal medicine residency/fellowship programs,0.5872326751965486,61,61,same
61.27 Surgery residency/fellowship programs,61.07 Family medicine residency/fellowship programs,0.5787757492879105,61,61,same
61.27 Surgery residency/fellowship programs,61.13 Obstetrics and gynecology residency/fellowship programs,0.5533523871905872,61,61,same
61.27 Surgery residency/fellowship programs,51.17 Optometry (OD),0.5389900580344957,61,51,different
61.27 Surgery residency/fellowship programs,61.19 Pediatrics residency/fellowship programs,0.5107660830966932,61,61,same
61.27 Surgery residency/fellowship programs,"51.05 Advanced/graduate dentistry and oral sciences (Cert., MS, MSc, PhD)",0.4980933006479733,61,51,different
61.27 Surgery residency/fellowship programs,61.04 Anesthesiology residency/fellowship programs,0.48349581602615993,61,61,same
61.27 Surgery residency/fellowship programs,51.14 Medical clinical sciences/graduate medical studies,0.4615254531853688,61,51,different
